name,url
Jordan Pickford,https://i.ibb.co/XF61tBQ/Jordan-Pickford-pizza-chart.png
Emiliano Martínez Romero,https://i.ibb.co/7Nm5pCW/Emiliano-Mart-nez-Romero-pizza-chart.png
Norberto Murara Neto,https://i.ibb.co/1GshwBC/Norberto-Murara-Neto-pizza-chart.png
